USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
AL      01001   00161526        Autauga County  54571   22135   1539582278      25775735             594.436           9.952     32.536382       -86.644490                                                                                       
AL      01003   00161527        Baldwin County  182265  104061  4117521611      1133190229          1589.784         437.527     30.659218       -87.746067                                                                                   
AL      01005   00161528        Barbour County  27457   11829   2291818968      50864716             884.876          19.639     31.870670       -85.405456                                                                                       
AL      01007   00161529        Bibb County     22915   8981    1612480789      9289057      622.582           3.587     33.015893       -87.127148                                                                                            
AL      01009   00161530        Blount County   57322   23887   1669961855      15157440             644.776           5.852     33.977448       -86.567246                                                                                        
AL      01011   00161531        Bullock County  10914   4493    1613056905      6056528      622.805           2.338     32.101759       -85.717261                                                                                         
AL      01013   00161532        Butler County   20947   9964    2011976894      2726814      776.829           1.053     31.751667       -86.681969                                                                                          
AL      01015   00161533        Calhoun County  118572  53289   1569189995      16624267             605.868           6.419     33.771706       -85.822513                                                                                      
AL      01017   00161534        Chambers County 34215   17004   1545009282      17048142             596.531           6.582     32.917943       -85.391812                                                                                      
AL      01019   00161535        Cherokee County 25989   16267   1434075952      119858898            553.700          46.278     34.069515       -85.654242                                                                                     
AL      01021   00161536        Chilton County  43643   19278   1794483586      20586383             692.854           7.948     32.854059       -86.726627                                                                                       
AL      01023   00161537        Choctaw County  13859   7269    2365954748      19059251             913.500           7.359     31.991008       -88.248887                                                                                        
AL      01025   00161538        Clarke County   25833   12638   3207609488      36542656            1238.465          14.109     31.685521       -87.818624                                                                                        
AL      01027   00161539        Clay County     13932   6776    1564252280      5284628      603.961           2.040     33.267809       -85.862051                                                                                            
AL      01029   00161540        Cleburne County 14972   6718    1450652767      2365681      560.100           0.913     33.671981       -85.516109                                                                                        
AL      01031   00161541        Coffee County   49948   22330   1758528786      3944730      678.972           1.523     31.402183       -85.989201                                                                                         
AL      01033   00161542        Colbert County  54428   25758   1534877333      76430813             592.619          29.510     34.703112       -87.801457                                                                                       
AL      01035   00161543        Conecuh County  13228   7093    2201894769      6644940      850.156           2.566     31.428292       -86.992029                                                                                         
AL      01037   00161544        Coosa County    11539   6478    1685891075      39946646             650.926          15.423     32.931445       -86.243482                                                                                          
AL      01039   00161545        Covington County        37765   18829   2668869505      34526309            1030.456          13.331     31.243987       -86.448721                                                                                     
AL      01041   00161546        Crenshaw County 13906   6735    1576888006      5376392      608.840           2.076     31.732826       -86.319222                                                                                        
AL      01043   00161547        Cullman County  80406   37054   1903228333      52266921             734.841          20.180     34.131923       -86.869267                                                                                       
AL      01045   00161548        Dale County     50251   22677   1453371157      4016457      561.150           1.551     31.430654       -85.609476                                                                                           
AL      01047   00161549        Dallas County   43820   20208   2534807386      39134826             978.695          15.110     32.333540       -87.114356                                                                                        
AL      01049   00161550        DeKalb County   71109   31109   2012662359      4123588      777.093           1.592     34.460929       -85.803992                                                                                         
AL      01051   00161551        Elmore County   79303   32657   1601867593      99862541             618.485          38.557     32.597229       -86.142738                                                                                        
AL      01053   00161552        Escambia County 38319   16486   2447746932      20873208             945.080           8.059     31.121747       -87.168429                                                                                      
AL      01055   00161553        Etowah County   104430  47454   1385618994      35322991             534.991          13.638     34.047638       -86.034420                                                                                       
AL      01057   00161554        Fayette County  17241   8437    1625631609      4392821      627.660           1.696     33.732249       -87.752049                                                                                         
AL      01059   00161555        Franklin County 31704   14022   1641587713      32897905             633.821          12.702     34.441988       -87.842815                                                                                      
AL      01061   00161556        Geneva County   26790   12687   1487710425      11765293             574.408           4.543     31.090866       -85.824346                                                                                        
AL      01063   00161557        Greene County   9045    5007    1676007032      33231212             647.110          12.831     32.844497       -87.964200                                                                                          
AL      01065   00161558        Hale County     15760   7655    1667803914      32525967             643.943          12.558     32.752796       -87.623061                                                                                           
AL      01067   00161559        Henry County    17302   8891    1454926258      16986789             561.750           6.559     31.516978       -85.239971                                                                                          
AL      01069   00161560        Houston County  101547  45319   1501737720      4739984      579.824           1.830     31.158193       -85.296398                                                                                       
AL      01071   00161561        Jackson County  53227   24786   2791664869      126657194           1077.868          48.903     34.763522       -85.977400                                                                                      
AL      01073   00161562        Jefferson County        658466  300552  2878192209      32474487            1111.276          12.538     33.553444       -86.896536                                                                                   
AL      01075   00161563        Lamar County    14564   7354    1566544654      1600679      604.846           0.618     33.787085       -88.087431                                                                                           
AL      01077   00161564        Lauderdale County       92709   43791   1729327931      138027479            667.697          53.293     34.904122       -87.650997                                                                                   
AL      01079   00161565        Lawrence County 34339   15229   1788846568      68688464             690.678          26.521     34.529776       -87.321865                                                                                      
AL      01081   00161566        Lee County      140247  62391   1573510728      21530362             607.536           8.313     32.604064       -85.353048                                                                                          
AL      01083   00161567        Limestone County        82782   34977   1450228326      122381869            559.936          47.252     34.810239       -86.981399                                                                                    
AL      01085   00161568        Lowndes County  11299   5140    1854199648      23723525             715.911           9.160     32.147888       -86.650586                                                                                        
AL      01087   00161569        Macon County    21452   10259   1577005015      11194263             608.885           4.322     32.387027       -85.692887                                                                                         
AL      01089   00161570        Madison County  334811  146447  2076116529      28771340             801.593          11.109     34.764238       -86.551080                                                                                     
AL      01091   00161572        Marengo County  21027   10237   2530112461      14994547             976.882           5.789     32.247591       -87.791091                                                                                       
AL      01093   00161573        Marion County   30776   14737   1922526826      3313145      742.292           1.279     34.138219       -87.881551                                                                                         
AL      01095   00161574        Marshall County 93019   40342   1465522757      148503356            565.842          57.337     34.309564       -86.321668                                                                                     
AL      01097   00161575        Mobile County   412992  178196  3184223082      1073750500          1229.435         414.577     30.684573       -88.196568                                                                                    
AL      01099   00161576        Monroe County   23068   11333   2656485275      22643193            1025.675           8.743     31.580332       -87.383266                                                                                        
AL      01101   00161577        Montgomery County       229363  101641  2031190777      40571253             784.247          15.665     32.203650       -86.203831                                                                                  
AL      01103   00161578        Morgan County   119490  51193   1500476319      51064861             579.337          19.716     34.454484       -86.846402                                                                                       
AL      01105   00161579        Perry County    10591   4737    1863920409      10918516             719.664           4.216     32.639005       -87.293827                                                                                          
AL      01107   00161580        Pickens County  19746   9483    2282837059      22578169             881.408           8.717     33.296808       -88.096878                                                                                        
AL      01109   00161581        Pike County     32899   15267   1740715643      2362806      672.094           0.912     31.798726       -85.941997                                                                                           
AL      01111   00161582        Randolph County 22913   11982   1503616599      9285288      580.550           3.585     33.296475       -85.464068                                                                                       
AL      01113   00161583        Russell County  52947   24595   1660545751      15673340             641.140           6.052     32.289811       -85.186980                                                                                       
AL      01115   00164997        St. Clair County        83593   35541   1636619393      56300062             631.902          21.738     33.712963       -86.315663                                                                                     
AL      01117   00161584        Shelby County   195085  80970   2032960300      63700594             784.930          24.595     33.262937       -86.678104                                                                                       
AL      01119   00161585        Sumter County   13763   6786    2341057426      24436353             903.887           9.435     32.597481       -88.200057                                                                                         
AL      01121   00161586        Talladega County        82291   37088   1908239516      60944144             736.775          23.531     33.369277       -86.175805                                                                                     
AL      01123   00161587        Tallapoosa County       41616   22111   1855780057      128808796            716.521          49.733     32.863369       -85.799553                                                                                   
AL      01125   00161588        Tuscaloosa County       194656  84872   3423328940      76395592            1321.755          29.497     33.290202       -87.522860                                                                                   
AL      01127   00161589        Walker County   67023   30816   2049177420      36263761             791.192          14.002     33.791571       -87.301092                                                                                        
AL      01129   00161590        Washington County       17581   8407    2797722307      21650857            1080.207           8.359     31.406974       -88.202078                                                                                     
AL      01131   00161591        Wilcox County   11670   5649    2301200113      48985152             888.498          18.913     31.990330       -87.302205                                                                                         
AL      01133   00161592        Winston County  24484   13469   1587607882      48922827             612.979          18.889     34.155888       -87.364147                                                                                       
