USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
KY      21001   00516847        Adair County    18656   8568    1049677374      18431736             405.283           7.117     37.105541       -85.281400                                                                                          
KY      21003   00516848        Allen County    19956   9307    891830109       19492854             344.338           7.526     36.750770       -86.192458                                                                                           
KY      21005   00516849        Anderson County 21421   9127    522742422       6314840      201.832           2.438     38.005396       -84.986417                                                                                         
KY      21007   00516850        Ballard County  8249    3885    638843574       70009064             246.659          27.031     37.051120       -89.009178                                                                                          
KY      21009   00516851        Barren County   42173   19188   1262724748      32267246             487.541          12.458     36.963614       -85.924990                                                                                        
KY      21011   00516852        Bath County     11591   5405    722067811       13500089             278.792           5.212     38.152249       -83.737641                                                                                            
KY      21013   00516853        Bell County     28691   13154   929806795       5480870      359.000           2.116     36.722680       -83.681046                                                                                            
KY      21015   00516854        Boone County    118811  46154   638067340       26171928             246.359          10.105     38.974595       -84.731444                                                                                         
KY      21017   00516855        Bourbon County  19985   8927    750369577       4850592      289.719           1.873     38.202562       -84.209860                                                                                          
KY      21019   00516856        Boyd County     49542   21803   414046208       5588964      159.864           2.158     38.360004       -82.681406                                                                                            
KY      21021   00516857        Boyle County    28432   12312   466634989       6458105      180.169           2.493     37.618200       -84.873016                                                                                           
KY      21023   00516858        Bracken County  8488    3840    532533237       8637262      205.612           3.335     38.678523       -84.100355                                                                                           
KY      21025   00516859        Breathitt County        13878   6231    1275344480      7392452      492.413           2.854     37.521178       -83.322401                                                                                       
KY      21027   00516860        Breckinridge County     20059   10630   1468969244      47782210             567.172          18.449     37.778109       -86.432829                                                                                  
KY      21029   00516861        Bullitt County  74319   29318   769288200       8393803      297.024           3.241     37.969572       -85.703036                                                                                         
KY      21031   00516862        Butler County   12690   5877    1103562315      13948189             426.088           5.385     37.207013       -86.682471                                                                                         
KY      21033   00516863        Caldwell County 12984   6292    893004660       8702792      344.791           3.360     37.148643       -87.870510                                                                                         
