USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
NY      36039   00974118        Greene County   49221   29210   1676140222      28201066             647.161          10.888     42.286951       -74.149495                                                                                        
NY      36041   00974119        Hamilton County 4836    8694    4447975965      234214069           1717.373          90.431     43.657879       -74.502456                                                                                       
NY      36043   00974120        Herkimer County 64519   33381   3655689412      120400469           1411.470          46.487     43.461635       -74.894694                                                                                     
NY      36045   00974121        Jefferson County        116229  57966   3285632368      1524548726          1268.590         588.632     43.995371       -76.053522                                                                                  
NY      36047   00974122        Kings County    2504700 1000293 183412016       67602622              70.816          26.102     40.635133       -73.950777                                                                                      
NY      36049   00974123        Lewis County    27087   15112   3301404174      39580834            1274.679          15.282     43.786397       -75.442617                                                                                         
NY      36051   00974124        Livingston County       65393   27123   1636257346      22005748             631.763           8.496     42.727485       -77.769779                                                                                    
NY      36053   00974125        Madison County  73442   31757   1696033233      16681306             654.842           6.441     42.910026       -75.663575                                                                                       
NY      36055   00974126        Monroe County   744344  320593  1702154292      1837658838           657.205         709.524     43.464475       -77.664656                                                                                    
NY      36057   00974127        Montgomery County       50219   23063   1043875858      18939233             403.043           7.312     42.900891       -74.435357                                                                                    
NY      36059   00974128        Nassau County   1339532 468346  737411094       436460605            284.716         168.518     40.729687       -73.589384                                                                                     
NY      36061   00974129        New York County 1585873 847090  59126033        27873331              22.829          10.762     40.776557       -73.970174                                                                                     
NY      36063   00974130        Niagara County  216469  99120   1352903595      1598826734           522.359         617.310     43.456731       -78.792142                                                                                    
NY      36065   00974131        Oneida County   234878  104180  3140175831      117138182           1212.429          45.227     43.242727       -75.434282                                                                                     
NY      36067   00974132        Onondaga County 467026  202357  2016019983      70521368             778.390          27.228     43.006530       -76.196117                                                                                    
NY      36069   00974133        Ontario County  107931  48193   1668121832      47814148             644.065          18.461     42.856695       -77.303277                                                                                      
NY      36071   00974134        Orange County   372813  137025  2102256780      69822194             811.686          26.959     41.402410       -74.306252                                                                                      
NY      36073   00974135        Orleans County  42883   18431   1013357365      1103755920           391.259         426.163     43.502287       -78.229726                                                                                     
NY      36075   00974136        Oswego County   122109  53598   2464761256      933517775            951.650         360.433     43.461443       -76.209258                                                                                      
NY      36077   00974137        Otsego County   62259   30777   2594391877      36393713            1001.700          14.052     42.629776       -75.028841                                                                                        
NY      36079   00974138        Putnam County   99710   38224   596504166       41282767             230.312          15.939     41.427904       -73.743882                                                                                         
NY      36081   00974139        Queens County   2230722 835127  281096933       180458283            108.532          69.675     40.658557       -73.837929                                                                                     
NY      36083   00974140        Rensselaer County       159429  71475   1689789426      33571435             652.431          12.962     42.710421       -73.513845                                                                                   
NY      36085   00974141        Richmond County 468730  176656  151178512       113754972             58.370          43.921     40.563855       -74.137063                                                                                    
NY      36087   00974142        Rockland County 311687  104057  449492975       66800379             173.550          25.792     41.154785       -74.024772                                                                                     
NY      36089   00977309        St. Lawrence County     111944  52133   6942144728      365348866           2680.377         141.062     44.488112       -75.074311                                                                                
NY      36091   00974143        Saratoga County 219607  98656   2097849013      87603331             809.984          33.824     43.106135       -73.855387                                                                                     
NY      36093   00974144        Schenectady County      154727  68196   529693619       12614136             204.516           4.870     42.817542       -74.043583                                                                                   
NY      36095   00974145        Schoharie County        32749   17231   1610503950      11676842             621.819           4.508     42.591294       -74.438172                                                                                     
NY      36097   00974146        Schuyler County 18343   9455    850379456       36246347             328.333          13.995     42.419776       -76.938604                                                                                        
NY      36099   00974147        Seneca County   35251   16043   838393327       172838984            323.705          66.734     42.782294       -76.827088                                                                                        
NY      36101   00974148        Steuben County  98990   48875   3601531651      35027245            1390.559          13.524     42.266725       -77.385525                                                                                       
NY      36103   00974149        Suffolk County  1493350 569985  2362201496      3784184893           912.051        1461.082     40.943554       -72.692218                                                                                  
NY      36105   00974150        Sullivan County 77547   49186   2507450206      74049483             968.132          28.591     41.720176       -74.764680                                                                                      
NY      36107   00974151        Tioga County    51125   22203   1343172320      11080489             518.602           4.278     42.178057       -76.297450                                                                                         
NY      36109   00974152        Tompkins County 101564  41674   1229334487      43794640             474.649          16.909     42.453281       -76.473712                                                                                     
NY      36111   00974153        Ulster County   182493  83638   2911755518      94599622            1124.235          36.525     41.947232       -74.265447                                                                                       
NY      36113   00974154        Warren County   65707   38726   2245395916      167449107            866.952          64.652     43.555105       -73.838139                                                                                       
NY      36115   00974155        Washington County       63216   28844   2152756071      38083243             831.184          14.704     43.312377       -73.439428                                                                                    
NY      36117   00974156        Wayne County    93772   41057   1563902765      2018182309           603.826         779.225     43.458758       -77.063164                                                                                       
NY      36119   00974157        Westchester County      949113  370821  1114982482      179999078            430.497          69.498     41.152770       -73.745912                                                                                
NY      36121   00974158        Wyoming County  42155   17970   1535205959      9171431      592.746           3.541     42.701363       -78.228567                                                                                        
NY      36123   00974159        Yates County    25348   13491   875785717       97504792             338.143          37.647     42.638237       -77.104324                                                                                          
